open;high;low;close;volume;timestamp;symbol;lastrefreshed;interval;timezone
12972.39;12973.20;12955.46;12973.20;0;2018-05-09 20:00:00;DAX;2018-05-09 20:00:00;60min;US/Eastern
12974.40;12981.62;12967.69;12974.91;0;2018-05-09 21:00:00;DAX;2018-05-09 21:00:00;60min;US/Eastern
12974.63;12993.89;12972.22;12989.57;0;2018-05-09 22:00:00;DAX;2018-05-09 22:00:00;60min;US/Eastern
12987.76;13011.63;12987.76;12996.60;0;2018-05-09 23:00:00;DAX;2018-05-09 23:00:00;60min;US/Eastern
12997.81;13005.25;12997.81;13002.85;0;2018-05-10 00:00:00;DAX;2018-05-10 00:00:00;60min;US/Eastern
13004.05;13007.76;12994.54;12995.75;0;2018-05-10 01:00:00;DAX;2018-05-10 01:00:00;60min;US/Eastern
12996.95;12998.18;12986.62;12989.23;0;2018-05-10 02:00:00;DAX;2018-05-10 02:00:00;60min;US/Eastern
12986.23;12987.22;12959.00;12969.08;0;2018-05-10 03:00:00;DAX;2018-05-10 03:00:00;60min;US/Eastern
12969.83;13034.87;12958.16;13030.24;0;2018-05-10 04:00:00;DAX;2018-05-10 04:00:00;60min;US/Eastern
13030.23;13031.49;13007.66;13028.04;0;2018-05-10 05:00:00;DAX;2018-05-10 05:00:00;60min;US/Eastern
13028.12;13032.03;12998.23;13010.07;0;2018-05-10 06:00:00;DAX;2018-05-10 06:00:00;60min;US/Eastern
13010.57;13011.59;12971.90;12978.63;0;2018-05-10 07:00:00;DAX;2018-05-10 07:00:00;60min;US/Eastern
12975.88;12997.66;12974.51;12991.16;0;2018-05-10 08:00:00;DAX;2018-05-10 08:00:00;60min;US/Eastern
12990.41;12994.02;12946.32;12953.82;0;2018-05-10 09:00:00;DAX;2018-05-10 09:00:00;60min;US/Eastern
12953.07;12983.85;12928.04;12972.71;0;2018-05-10 10:00:00;DAX;2018-05-10 10:00:00;60min;US/Eastern
12972.96;12998.73;12957.91;12991.48;0;2018-05-10 11:00:00;DAX;2018-05-10 11:00:00;60min;US/Eastern
12991.47;13035.00;12989.98;13017.77;0;2018-05-10 12:00:00;DAX;2018-05-10 12:00:00;60min;US/Eastern
13017.52;13033.22;13013.57;13024.53;0;2018-05-10 13:00:00;DAX;2018-05-10 13:00:00;60min;US/Eastern
13024.78;13031.78;13005.53;13010.03;0;2018-05-10 14:00:00;DAX;2018-05-10 14:00:00;60min;US/Eastern
13010.78;13020.78;13007.03;13017.79;0;2018-05-10 15:00:00;DAX;2018-05-10 15:00:00;60min;US/Eastern
13017.29;13034.03;13010.54;13029.94;0;2018-05-10 16:00:00;DAX;2018-05-10 16:00:00;60min;US/Eastern
13018.61;13018.61;13007.83;13007.83;0;2018-05-10 17:00:00;DAX;2018-05-10 17:00:00;60min;US/Eastern
13006.64;13023.40;13006.64;13017.42;0;2018-05-10 19:00:00;DAX;2018-05-10 19:00:00;60min;US/Eastern
13016.22;13030.80;13013.82;13030.80;0;2018-05-10 20:00:00;DAX;2018-05-10 20:00:00;60min;US/Eastern
13030.20;13038.98;13029.41;13031.80;0;2018-05-10 21:00:00;DAX;2018-05-10 21:00:00;60min;US/Eastern
13033.00;13039.03;13023.86;13027.45;0;2018-05-10 22:00:00;DAX;2018-05-10 22:00:00;60min;US/Eastern
13026.26;13040.82;13026.26;13034.84;0;2018-05-10 23:00:00;DAX;2018-05-10 23:00:00;60min;US/Eastern
13036.03;13038.68;13031.44;13037.48;0;2018-05-11 00:00:00;DAX;2018-05-11 00:00:00;60min;US/Eastern
13037.42;13038.62;13029.89;13029.89;0;2018-05-11 01:00:00;DAX;2018-05-11 01:00:00;60min;US/Eastern
13030.49;13038.62;13025.16;13038.62;0;2018-05-11 02:00:00;DAX;2018-05-11 02:00:00;60min;US/Eastern
13040.59;13043.47;13012.52;13015.05;0;2018-05-11 03:00:00;DAX;2018-05-11 03:00:00;60min;US/Eastern
13015.80;13032.50;13001.19;13002.87;0;2018-05-11 04:00:00;DAX;2018-05-11 04:00:00;60min;US/Eastern
13003.38;13015.96;12980.07;12984.64;0;2018-05-11 05:00:00;DAX;2018-05-11 05:00:00;60min;US/Eastern
12984.39;12990.29;12962.08;12977.89;0;2018-05-11 06:00:00;DAX;2018-05-11 06:00:00;60min;US/Eastern
12978.14;12995.76;12969.05;12984.73;0;2018-05-11 07:00:00;DAX;2018-05-11 07:00:00;60min;US/Eastern
12984.23;13000.15;12983.23;12995.64;0;2018-05-11 08:00:00;DAX;2018-05-11 08:00:00;60min;US/Eastern
12995.89;12997.89;12964.40;12968.72;0;2018-05-11 09:00:00;DAX;2018-05-11 09:00:00;60min;US/Eastern
12968.22;12993.16;12962.94;12992.91;0;2018-05-11 10:00:00;DAX;2018-05-11 10:00:00;60min;US/Eastern
12991.91;12997.85;12974.83;12997.48;0;2018-05-11 11:00:00;DAX;2018-05-11 11:00:00;60min;US/Eastern
12997.98;13011.83;12984.69;12989.29;0;2018-05-11 12:00:00;DAX;2018-05-11 12:00:00;60min;US/Eastern
12988.79;12994.09;12970.02;12982.59;0;2018-05-11 13:00:00;DAX;2018-05-11 13:00:00;60min;US/Eastern
12982.84;12989.84;12977.59;12984.84;0;2018-05-11 14:00:00;DAX;2018-05-11 14:00:00;60min;US/Eastern
12984.59;12988.34;12973.34;12985.84;0;2018-05-11 15:00:00;DAX;2018-05-11 15:00:00;60min;US/Eastern
12985.59;12994.09;12983.59;12986.24;0;2018-05-11 16:00:00;DAX;2018-05-11 16:00:00;60min;US/Eastern
13022.25;13022.80;13007.87;13010.25;0;2018-05-13 19:00:00;DAX;2018-05-13 19:00:00;60min;US/Eastern
13009.06;13017.59;13009.06;13016.40;0;2018-05-13 20:00:00;DAX;2018-05-13 20:00:00;60min;US/Eastern
13017.59;13018.97;13013.01;13017.97;0;2018-05-13 21:00:00;DAX;2018-05-13 21:00:00;60min;US/Eastern
13018.12;13023.76;13013.04;13022.57;0;2018-05-13 22:00:00;DAX;2018-05-13 22:00:00;60min;US/Eastern
13021.57;13028.22;13020.38;13023.45;0;2018-05-13 23:00:00;DAX;2018-05-13 23:00:00;60min;US/Eastern
13022.26;13025.84;13017.50;13024.65;0;2018-05-14 00:00:00;DAX;2018-05-14 00:00:00;60min;US/Eastern
13024.05;13032.17;13020.60;13020.60;0;2018-05-14 01:00:00;DAX;2018-05-14 01:00:00;60min;US/Eastern
13019.41;13028.46;13017.68;13019.70;0;2018-05-14 02:00:00;DAX;2018-05-14 02:00:00;60min;US/Eastern
13026.73;13027.98;13003.28;13012.08;0;2018-05-14 03:00:00;DAX;2018-05-14 03:00:00;60min;US/Eastern
13010.58;13015.24;12950.74;12971.04;0;2018-05-14 04:00:00;DAX;2018-05-14 04:00:00;60min;US/Eastern
12970.29;13015.09;12969.85;12974.67;0;2018-05-14 05:00:00;DAX;2018-05-14 05:00:00;60min;US/Eastern
12974.42;12995.39;12967.17;12976.16;0;2018-05-14 06:00:00;DAX;2018-05-14 06:00:00;60min;US/Eastern
12975.91;12986.96;12931.99;12962.56;0;2018-05-14 07:00:00;DAX;2018-05-14 07:00:00;60min;US/Eastern
12962.81;12970.80;12942.63;12961.50;0;2018-05-14 08:00:00;DAX;2018-05-14 08:00:00;60min;US/Eastern
12961.25;12963.06;12936.34;12946.11;0;2018-05-14 09:00:00;DAX;2018-05-14 09:00:00;60min;US/Eastern
12946.61;12960.08;12924.80;12956.23;0;2018-05-14 10:00:00;DAX;2018-05-14 10:00:00;60min;US/Eastern
12955.73;12981.62;12955.48;12958.16;0;2018-05-14 11:00:00;DAX;2018-05-14 11:00:00;60min;US/Eastern
12957.41;12987.81;12954.16;12970.10;0;2018-05-14 12:00:00;DAX;2018-05-14 12:00:00;60min;US/Eastern
12970.35;12979.46;12961.60;12962.71;0;2018-05-14 13:00:00;DAX;2018-05-14 13:00:00;60min;US/Eastern
12962.21;12969.96;12955.96;12968.71;0;2018-05-14 14:00:00;DAX;2018-05-14 14:00:00;60min;US/Eastern
12968.46;12973.21;12959.46;12972.71;0;2018-05-14 15:00:00;DAX;2018-05-14 15:00:00;60min;US/Eastern
12972.96;12980.96;12965.72;12969.62;0;2018-05-14 16:00:00;DAX;2018-05-14 16:00:00;60min;US/Eastern
12972.62;12972.68;12964.31;12969.90;0;2018-05-14 17:00:00;DAX;2018-05-14 17:00:00;60min;US/Eastern
12965.93;12976.63;12965.34;12974.13;0;2018-05-14 19:00:00;DAX;2018-05-14 19:00:00;60min;US/Eastern
12975.32;12975.32;12964.63;12970.57;0;2018-05-14 20:00:00;DAX;2018-05-14 20:00:00;60min;US/Eastern
12971.76;12976.51;12959.57;12963.13;0;2018-05-14 21:00:00;DAX;2018-05-14 21:00:00;60min;US/Eastern
12964.32;12973.79;12960.72;12963.10;0;2018-05-14 22:00:00;DAX;2018-05-14 22:00:00;60min;US/Eastern
12963.69;12964.29;12951.22;12951.41;0;2018-05-14 23:00:00;DAX;2018-05-14 23:00:00;60min;US/Eastern
12952.60;12961.86;12951.41;12960.67;0;2018-05-15 00:00:00;DAX;2018-05-15 00:00:00;60min;US/Eastern
12961.86;12964.22;12957.20;12958.39;0;2018-05-15 01:00:00;DAX;2018-05-15 01:00:00;60min;US/Eastern
12957.21;12959.59;12938.47;12949.35;0;2018-05-15 02:00:00;DAX;2018-05-15 02:00:00;60min;US/Eastern
12947.49;12948.99;12930.56;12944.31;0;2018-05-15 03:00:00;DAX;2018-05-15 03:00:00;60min;US/Eastern
12944.07;12964.32;12935.10;12957.26;0;2018-05-15 04:00:00;DAX;2018-05-15 04:00:00;60min;US/Eastern
12957.51;12969.64;12941.07;12962.35;0;2018-05-15 05:00:00;DAX;2018-05-15 05:00:00;60min;US/Eastern
12962.34;12967.03;12948.17;12959.41;0;2018-05-15 06:00:00;DAX;2018-05-15 06:00:00;60min;US/Eastern
12959.91;12966.35;12955.44;12959.62;0;2018-05-15 07:00:00;DAX;2018-05-15 07:00:00;60min;US/Eastern
12958.62;13008.49;12958.37;12988.49;0;2018-05-15 08:00:00;DAX;2018-05-15 08:00:00;60min;US/Eastern
12988.99;13002.46;12920.01;12941.76;0;2018-05-15 09:00:00;DAX;2018-05-15 09:00:00;60min;US/Eastern
12942.01;12968.29;12921.18;12930.92;0;2018-05-15 10:00:00;DAX;2018-05-15 10:00:00;60min;US/Eastern
12931.16;12991.15;12915.43;12973.97;0;2018-05-15 11:00:00;DAX;2018-05-15 11:00:00;60min;US/Eastern
12974.47;12993.13;12965.65;12973.26;0;2018-05-15 12:00:00;DAX;2018-05-15 12:00:00;60min;US/Eastern
12972.76;12999.16;12971.31;12992.35;0;2018-05-15 13:00:00;DAX;2018-05-15 13:00:00;60min;US/Eastern
12992.56;12996.81;12974.82;12975.32;0;2018-05-15 14:00:00;DAX;2018-05-15 14:00:00;60min;US/Eastern
12975.57;12999.56;12974.07;12986.57;0;2018-05-15 15:00:00;DAX;2018-05-15 15:00:00;60min;US/Eastern
12987.07;12990.47;12977.08;12990.22;0;2018-05-15 16:00:00;DAX;2018-05-15 16:00:00;60min;US/Eastern
12984.63;12987.03;12981.04;12984.63;0;2018-05-15 17:00:00;DAX;2018-05-15 17:00:00;60min;US/Eastern
12990.63;12991.83;12968.77;12971.76;0;2018-05-15 19:00:00;DAX;2018-05-15 19:00:00;60min;US/Eastern
12972.36;12978.47;12962.18;12977.27;0;2018-05-15 20:00:00;DAX;2018-05-15 20:00:00;60min;US/Eastern
12978.47;12991.65;12977.27;12985.66;0;2018-05-15 21:00:00;DAX;2018-05-15 21:00:00;60min;US/Eastern
12986.86;12997.55;12984.37;12989.16;0;2018-05-15 22:00:00;DAX;2018-05-15 22:00:00;60min;US/Eastern
12988.56;12992.76;12979.58;12981.98;0;2018-05-15 23:00:00;DAX;2018-05-15 23:00:00;60min;US/Eastern
12984.37;12998.76;12981.98;12998.76;0;2018-05-16 00:00:00;DAX;2018-05-16 00:00:00;60min;US/Eastern
12999.96;13001.15;12988.58;12988.58;0;2018-05-16 01:00:00;DAX;2018-05-16 01:00:00;60min;US/Eastern
12987.39;12996.97;12983.79;12996.52;0;2018-05-16 02:00:00;DAX;2018-05-16 02:00:00;60min;US/Eastern
12997.18;12998.56;12975.33;12978.13;0;2018-05-16 03:00:00;DAX;2018-05-16 03:00:00;60min;US/Eastern
12978.88;13004.04;12977.63;13000.86;0;2018-05-16 04:00:00;DAX;2018-05-16 04:00:00;60min;US/Eastern
13001.10;13004.40;12979.51;12984.36;0;2018-05-16 05:00:00;DAX;2018-05-16 05:00:00;60min;US/Eastern
12984.11;12998.42;12958.03;12998.41;0;2018-05-16 06:00:00;DAX;2018-05-16 06:00:00;60min;US/Eastern
12998.16;13018.05;12987.48;13014.43;0;2018-05-16 07:00:00;DAX;2018-05-16 07:00:00;60min;US/Eastern
13014.68;13030.99;12980.35;12985.23;0;2018-05-16 08:00:00;DAX;2018-05-16 08:00:00;60min;US/Eastern
12983.98;13024.82;12981.99;13012.40;0;2018-05-16 09:00:00;DAX;2018-05-16 09:00:00;60min;US/Eastern
13011.65;13018.41;12998.68;13014.92;0;2018-05-16 10:00:00;DAX;2018-05-16 10:00:00;60min;US/Eastern
13015.67;13018.42;12979.09;12993.73;0;2018-05-16 11:00:00;DAX;2018-05-16 11:00:00;60min;US/Eastern
12994.23;13010.47;12975.34;13006.98;0;2018-05-16 12:00:00;DAX;2018-05-16 12:00:00;60min;US/Eastern
