open;high;low;close;volume;timestamp;symbol
2199.90;2203.00;2199.60;2201.50;358;2016-11-23 18:00:00;^GSPC
2201.20;2202.40;2200.40;2200.40;366;2016-11-23 19:00:00;^GSPC
2200.50;2202.90;2200.30;2201.40;428;2016-11-23 20:00:00;^GSPC
2201.60;2204.40;2201.30;2204.10;277;2016-11-23 21:00:00;^GSPC
2203.90;2204.00;2202.50;2203.10;84;2016-11-23 22:00:00;^GSPC
2203.30;2203.80;2201.20;2201.80;67;2016-11-24 00:00:00;^GSPC
2201.40;2202.30;2200.80;2201.80;116;2016-11-24 01:00:00;^GSPC
2201.40;2202.00;2199.80;2201.50;131;2016-11-24 02:00:00;^GSPC
2201.80;2202.80;2201.00;2202.30;107;2016-11-24 03:00:00;^GSPC
2202.40;2202.80;2201.30;2201.30;59;2016-11-24 04:00:00;^GSPC
2201.00;2201.80;2200.90;2201.80;38;2016-11-24 05:00:00;^GSPC
2202.00;2202.30;2201.40;2201.60;71;2016-11-24 06:00:00;^GSPC
2201.80;2202.60;2201.30;2202.60;19;2016-11-24 07:00:00;^GSPC
2202.30;2203.80;2202.10;2203.00;145;2016-11-24 08:00:00;^GSPC
2203.20;2204.30;2201.10;2202.60;383;2016-11-24 09:00:00;^GSPC
2202.30;2203.80;2202.10;2203.60;251;2016-11-24 10:00:00;^GSPC
2203.70;2204.10;2203.00;2203.50;118;2016-11-24 11:00:00;^GSPC
2203.20;2204.30;2202.50;2203.30;153;2016-11-24 12:00:00;^GSPC
2203.60;2204.80;2203.50;2203.80;67;2016-11-24 13:00:00;^GSPC
2203.50;2204.60;2203.10;2204.30;53;2016-11-24 14:00:00;^GSPC
2204.30;2207.20;2204.20;2206.90;51;2016-11-24 15:00:00;^GSPC
2207.20;2207.70;2206.90;2207.70;41;2016-11-24 16:00:00;^GSPC
2207.30;2209.20;2207.10;2209.20;28;2016-11-24 17:00:00;^GSPC
2208.90;2209.20;2208.10;2208.10;30;2016-11-24 18:00:00;^GSPC
2208.50;2208.80;2207.20;2207.50;20;2016-11-25 00:00:00;^GSPC
2207.80;2207.80;2206.90;2207.80;92;2016-11-25 01:00:00;^GSPC
2207.40;2209.30;2207.30;2208.80;128;2016-11-25 02:00:00;^GSPC
2208.90;2209.00;2207.20;2207.20;106;2016-11-25 03:00:00;^GSPC
2207.00;2207.50;2205.80;2205.80;87;2016-11-25 04:00:00;^GSPC
2205.80;2206.50;2205.40;2205.50;95;2016-11-25 05:00:00;^GSPC
2205.60;2206.50;2204.80;2205.70;75;2016-11-25 06:00:00;^GSPC
2205.80;2206.80;2205.20;2206.50;109;2016-11-25 07:00:00;^GSPC
2206.60;2207.30;2205.30;2206.30;184;2016-11-25 08:00:00;^GSPC
2206.40;2208.00;2204.90;2205.30;393;2016-11-25 09:00:00;^GSPC
2204.90;2207.40;2204.70;2207.00;132;2016-11-25 10:00:00;^GSPC
2207.30;2207.50;2205.70;2206.00;111;2016-11-25 11:00:00;^GSPC
2205.70;2206.80;2205.30;2206.80;141;2016-11-25 12:00:00;^GSPC
2206.50;2207.80;2206.50;2207.80;54;2016-11-25 13:00:00;^GSPC
2207.40;2208.30;2207.00;2207.50;64;2016-11-25 14:00:00;^GSPC
2207.20;2209.70;2207.00;2209.70;389;2016-11-25 15:00:00;^GSPC
2209.40;2210.40;2208.50;2209.60;336;2016-11-25 16:00:00;^GSPC
2209.30;2210.90;2209.30;2210.10;312;2016-11-25 17:00:00;^GSPC
2210.20;2212.30;2209.70;2212.30;258;2016-11-25 18:00:00;^GSPC
2212.20;2213.10;2211.70;2212.80;26;2016-11-25 19:00:00;^GSPC
2214.00;2214.00;2213.90;2213.90;26;2016-11-28 00:00:00;^GSPC
2214.00;2214.00;2207.20;2207.70;166;2016-11-28 01:00:00;^GSPC
2207.80;2209.20;2206.70;2207.50;251;2016-11-28 02:00:00;^GSPC
2207.10;2208.60;2206.50;2207.50;178;2016-11-28 03:00:00;^GSPC
2207.60;2209.20;2207.40;2209.00;85;2016-11-28 04:00:00;^GSPC
2209.20;2209.20;2208.50;2209.20;51;2016-11-28 05:00:00;^GSPC
2209.10;2210.00;2208.20;2209.70;76;2016-11-28 06:00:00;^GSPC
2209.40;2210.20;2208.60;2208.90;34;2016-11-28 07:00:00;^GSPC
2209.10;2209.50;2206.50;2206.70;99;2016-11-28 08:00:00;^GSPC
2206.40;2206.90;2201.80;2204.10;407;2016-11-28 09:00:00;^GSPC
2203.70;2206.30;2203.70;2206.30;147;2016-11-28 10:00:00;^GSPC
2206.00;2208.30;2206.00;2206.80;158;2016-11-28 11:00:00;^GSPC
2206.50;2207.30;2205.20;2206.60;142;2016-11-28 12:00:00;^GSPC
2206.30;2209.20;2205.60;2208.80;175;2016-11-28 13:00:00;^GSPC
2209.00;2209.10;2206.80;2207.50;139;2016-11-28 14:00:00;^GSPC
2208.00;2210.20;2206.80;2208.90;548;2016-11-28 15:00:00;^GSPC
2208.70;2211.70;2203.90;2204.20;720;2016-11-28 16:00:00;^GSPC
2203.90;2206.90;2203.60;2206.40;649;2016-11-28 17:00:00;^GSPC
2206.60;2210.90;2206.60;2209.20;365;2016-11-28 18:00:00;^GSPC
2208.80;2208.90;2207.30;2207.90;248;2016-11-28 19:00:00;^GSPC
2208.10;2209.40;2205.80;2206.40;259;2016-11-28 20:00:00;^GSPC
2206.60;2206.70;2200.70;2202.70;448;2016-11-28 21:00:00;^GSPC
2202.60;2204.20;2201.80;2202.20;111;2016-11-28 22:00:00;^GSPC
2202.50;2202.70;2201.00;2201.50;36;2016-11-29 00:00:00;^GSPC
2201.70;2202.30;2201.50;2201.70;88;2016-11-29 01:00:00;^GSPC
2201.50;2202.30;2201.50;2202.30;67;2016-11-29 02:00:00;^GSPC
2202.50;2203.80;2202.20;2203.00;56;2016-11-29 03:00:00;^GSPC
2203.30;2203.80;2202.20;2202.60;36;2016-11-29 04:00:00;^GSPC
2202.40;2202.80;2201.80;2201.80;30;2016-11-29 05:00:00;^GSPC
2201.60;2202.30;2201.50;2201.80;53;2016-11-29 06:00:00;^GSPC
2201.50;2202.60;2201.50;2202.50;40;2016-11-29 07:00:00;^GSPC
2202.70;2205.30;2202.50;2204.60;125;2016-11-29 08:00:00;^GSPC
2204.70;2206.80;2202.80;2206.80;328;2016-11-29 09:00:00;^GSPC
2206.80;2208.00;2205.20;2206.50;191;2016-11-29 10:00:00;^GSPC
2206.80;2206.80;2204.50;2205.00;167;2016-11-29 11:00:00;^GSPC
