open;high;low;close;volume;timestamp;symbol;lastrefreshed;interval;timezone
10792.00;10810.30;10777.00;10779.30;0;2015-02-06 15:00:00;^GDAXI;2015-02-06 15:00:00;60min;US/Eastern
10779.50;10788.70;10753.80;10786.70;0;2015-02-06 16:00:00;^GDAXI;2015-02-06 16:00:00;60min;US/Eastern
10752.80;10775.50;10744.30;10762.80;0;2015-02-09 03:00:00;^GDAXI;2015-02-09 03:00:00;60min;US/Eastern
10761.80;10766.80;10614.50;10639.50;0;2015-02-09 04:00:00;^GDAXI;2015-02-09 04:00:00;60min;US/Eastern
10639.00;10672.00;10621.00;10645.80;0;2015-02-09 05:00:00;^GDAXI;2015-02-09 05:00:00;60min;US/Eastern
10646.00;10718.80;10640.80;10699.50;0;2015-02-09 06:00:00;^GDAXI;2015-02-09 06:00:00;60min;US/Eastern
10700.00;10704.00;10659.50;10661.80;0;2015-02-09 07:00:00;^GDAXI;2015-02-09 07:00:00;60min;US/Eastern
10662.00;10698.50;10659.50;10672.80;0;2015-02-09 08:00:00;^GDAXI;2015-02-09 08:00:00;60min;US/Eastern
10672.50;10685.80;10616.50;10651.50;0;2015-02-09 09:00:00;^GDAXI;2015-02-09 09:00:00;60min;US/Eastern
10653.50;10686.00;10627.50;10660.50;0;2015-02-09 10:00:00;^GDAXI;2015-02-09 10:00:00;60min;US/Eastern
10660.00;10675.00;10622.50;10632.00;0;2015-02-09 11:00:00;^GDAXI;2015-02-09 11:00:00;60min;US/Eastern
10632.30;10679.30;10629.00;10665.50;0;2015-02-09 12:00:00;^GDAXI;2015-02-09 12:00:00;60min;US/Eastern
10665.00;10675.00;10656.00;10666.50;0;2015-02-09 13:00:00;^GDAXI;2015-02-09 13:00:00;60min;US/Eastern
10665.30;10669.30;10641.00;10647.00;0;2015-02-09 14:00:00;^GDAXI;2015-02-09 14:00:00;60min;US/Eastern
10647.50;10651.00;10631.80;10633.80;0;2015-02-09 15:00:00;^GDAXI;2015-02-09 15:00:00;60min;US/Eastern
10633.30;10657.00;10603.80;10653.00;0;2015-02-09 16:00:00;^GDAXI;2015-02-09 16:00:00;60min;US/Eastern
10679.00;10708.00;10671.30;10673.30;0;2015-02-10 03:00:00;^GDAXI;2015-02-10 03:00:00;60min;US/Eastern
10676.00;10684.30;10592.50;10627.80;0;2015-02-10 04:00:00;^GDAXI;2015-02-10 04:00:00;60min;US/Eastern
10628.00;10669.80;10619.00;10663.30;0;2015-02-10 05:00:00;^GDAXI;2015-02-10 05:00:00;60min;US/Eastern
10663.50;10684.50;10652.80;10668.00;0;2015-02-10 06:00:00;^GDAXI;2015-02-10 06:00:00;60min;US/Eastern
10668.30;10710.00;10666.00;10702.50;0;2015-02-10 07:00:00;^GDAXI;2015-02-10 07:00:00;60min;US/Eastern
10703.00;10797.00;10700.30;10738.00;0;2015-02-10 08:00:00;^GDAXI;2015-02-10 08:00:00;60min;US/Eastern
10738.50;10775.50;10723.30;10770.30;0;2015-02-10 09:00:00;^GDAXI;2015-02-10 09:00:00;60min;US/Eastern
10769.80;10786.00;10740.50;10742.50;0;2015-02-10 10:00:00;^GDAXI;2015-02-10 10:00:00;60min;US/Eastern
10743.30;10768.80;10680.00;10699.30;0;2015-02-10 11:00:00;^GDAXI;2015-02-10 11:00:00;60min;US/Eastern
10699.50;10767.50;10678.80;10758.00;0;2015-02-10 12:00:00;^GDAXI;2015-02-10 12:00:00;60min;US/Eastern
10757.80;10780.80;10749.00;10767.30;0;2015-02-10 13:00:00;^GDAXI;2015-02-10 13:00:00;60min;US/Eastern
10768.30;10778.30;10749.30;10759.00;0;2015-02-10 14:00:00;^GDAXI;2015-02-10 14:00:00;60min;US/Eastern
10758.80;10795.30;10758.50;10794.50;0;2015-02-10 15:00:00;^GDAXI;2015-02-10 15:00:00;60min;US/Eastern
10793.30;10812.00;10787.30;10789.40;0;2015-02-10 16:00:00;^GDAXI;2015-02-10 16:00:00;60min;US/Eastern
10769.00;10788.50;10762.80;10769.50;0;2015-02-11 03:00:00;^GDAXI;2015-02-11 03:00:00;60min;US/Eastern
10769.00;10792.80;10733.30;10747.80;0;2015-02-11 04:00:00;^GDAXI;2015-02-11 04:00:00;60min;US/Eastern
10747.30;10767.00;10722.30;10738.00;0;2015-02-11 05:00:00;^GDAXI;2015-02-11 05:00:00;60min;US/Eastern
10737.50;10746.50;10708.80;10709.80;0;2015-02-11 06:00:00;^GDAXI;2015-02-11 06:00:00;60min;US/Eastern
10711.00;10728.80;10695.50;10720.50;0;2015-02-11 07:00:00;^GDAXI;2015-02-11 07:00:00;60min;US/Eastern
10720.30;10743.00;10702.00;10739.30;0;2015-02-11 08:00:00;^GDAXI;2015-02-11 08:00:00;60min;US/Eastern
10739.50;10764.00;10713.00;10747.80;0;2015-02-11 09:00:00;^GDAXI;2015-02-11 09:00:00;60min;US/Eastern
10748.30;10775.00;10737.50;10763.00;0;2015-02-11 10:00:00;^GDAXI;2015-02-11 10:00:00;60min;US/Eastern
10763.50;10771.30;10732.00;10748.00;0;2015-02-11 11:00:00;^GDAXI;2015-02-11 11:00:00;60min;US/Eastern
10749.00;10770.00;10734.00;10737.80;0;2015-02-11 12:00:00;^GDAXI;2015-02-11 12:00:00;60min;US/Eastern
10737.50;10745.50;10722.50;10731.30;0;2015-02-11 13:00:00;^GDAXI;2015-02-11 13:00:00;60min;US/Eastern
10731.00;10756.80;10701.30;10745.50;0;2015-02-11 14:00:00;^GDAXI;2015-02-11 14:00:00;60min;US/Eastern
10745.80;10770.30;10744.00;10751.50;0;2015-02-11 15:00:00;^GDAXI;2015-02-11 15:00:00;60min;US/Eastern
10751.30;10795.00;10744.50;10765.90;0;2015-02-11 16:00:00;^GDAXI;2015-02-11 16:00:00;60min;US/Eastern
10783.50;10783.50;10728.50;10739.80;0;2015-02-12 03:00:00;^GDAXI;2015-02-12 03:00:00;60min;US/Eastern
10740.80;10844.50;10735.30;10829.50;0;2015-02-12 04:00:00;^GDAXI;2015-02-12 04:00:00;60min;US/Eastern
10828.50;10910.80;10826.30;10882.30;0;2015-02-12 05:00:00;^GDAXI;2015-02-12 05:00:00;60min;US/Eastern
10881.50;10944.80;10877.50;10933.30;0;2015-02-12 06:00:00;^GDAXI;2015-02-12 06:00:00;60min;US/Eastern
10932.50;10935.30;10910.80;10921.30;0;2015-02-12 07:00:00;^GDAXI;2015-02-12 07:00:00;60min;US/Eastern
10921.50;10942.00;10907.30;10939.30;0;2015-02-12 08:00:00;^GDAXI;2015-02-12 08:00:00;60min;US/Eastern
10939.00;10946.30;10924.00;10941.00;0;2015-02-12 09:00:00;^GDAXI;2015-02-12 09:00:00;60min;US/Eastern
10941.50;10953.50;10915.30;10933.50;0;2015-02-12 10:00:00;^GDAXI;2015-02-12 10:00:00;60min;US/Eastern
10933.30;10952.00;10895.00;10914.50;0;2015-02-12 11:00:00;^GDAXI;2015-02-12 11:00:00;60min;US/Eastern
10914.80;10932.30;10898.30;10926.00;0;2015-02-12 12:00:00;^GDAXI;2015-02-12 12:00:00;60min;US/Eastern
10925.80;10938.30;10925.30;10932.50;0;2015-02-12 13:00:00;^GDAXI;2015-02-12 13:00:00;60min;US/Eastern
10933.00;10949.00;10926.50;10948.00;0;2015-02-12 14:00:00;^GDAXI;2015-02-12 14:00:00;60min;US/Eastern
10947.80;10962.30;10945.50;10960.80;0;2015-02-12 15:00:00;^GDAXI;2015-02-12 15:00:00;60min;US/Eastern
10961.00;10975.00;10955.00;10974.30;0;2015-02-12 16:00:00;^GDAXI;2015-02-12 16:00:00;60min;US/Eastern
10972.50;10972.50;10939.80;10965.80;0;2015-02-13 03:00:00;^GDAXI;2015-02-13 03:00:00;60min;US/Eastern
10965.50;11011.80;10948.00;10984.00;0;2015-02-13 04:00:00;^GDAXI;2015-02-13 04:00:00;60min;US/Eastern
10983.50;10995.00;10963.80;10977.50;0;2015-02-13 05:00:00;^GDAXI;2015-02-13 05:00:00;60min;US/Eastern
10978.00;10989.00;10971.00;10983.50;0;2015-02-13 06:00:00;^GDAXI;2015-02-13 06:00:00;60min;US/Eastern
10982.50;10987.30;10973.50;10980.50;0;2015-02-13 07:00:00;^GDAXI;2015-02-13 07:00:00;60min;US/Eastern
10979.80;10981.30;10961.00;10972.50;0;2015-02-13 08:00:00;^GDAXI;2015-02-13 08:00:00;60min;US/Eastern
10972.80;11000.00;10968.50;10999.30;0;2015-02-13 09:00:00;^GDAXI;2015-02-13 09:00:00;60min;US/Eastern
10999.80;11001.50;10958.00;10977.50;0;2015-02-13 10:00:00;^GDAXI;2015-02-13 10:00:00;60min;US/Eastern
10977.80;10979.50;10948.30;10958.30;0;2015-02-13 11:00:00;^GDAXI;2015-02-13 11:00:00;60min;US/Eastern
10958.80;10974.30;10950.50;10955.50;0;2015-02-13 12:00:00;^GDAXI;2015-02-13 12:00:00;60min;US/Eastern
10955.00;10958.80;10951.80;10955.30;0;2015-02-13 13:00:00;^GDAXI;2015-02-13 13:00:00;60min;US/Eastern
10955.00;10963.80;10944.80;10952.00;0;2015-02-13 14:00:00;^GDAXI;2015-02-13 14:00:00;60min;US/Eastern
10952.50;10974.30;10949.80;10973.50;0;2015-02-13 15:00:00;^GDAXI;2015-02-13 15:00:00;60min;US/Eastern
10974.00;10982.50;10964.50;10975.30;0;2015-02-13 16:00:00;^GDAXI;2015-02-13 16:00:00;60min;US/Eastern
10955.00;10960.80;10936.00;10944.80;0;2015-02-16 03:00:00;^GDAXI;2015-02-16 03:00:00;60min;US/Eastern
10945.30;10965.00;10919.00;10938.80;0;2015-02-16 04:00:00;^GDAXI;2015-02-16 04:00:00;60min;US/Eastern
10938.00;10954.00;10926.80;10937.00;0;2015-02-16 05:00:00;^GDAXI;2015-02-16 05:00:00;60min;US/Eastern
10936.50;10940.80;10919.30;10922.00;0;2015-02-16 06:00:00;^GDAXI;2015-02-16 06:00:00;60min;US/Eastern
10921.80;10938.30;10907.30;10933.50;0;2015-02-16 07:00:00;^GDAXI;2015-02-16 07:00:00;60min;US/Eastern
10934.00;10942.00;10928.50;10934.00;0;2015-02-16 08:00:00;^GDAXI;2015-02-16 08:00:00;60min;US/Eastern
10934.30;10946.00;10928.00;10937.50;0;2015-02-16 09:00:00;^GDAXI;2015-02-16 09:00:00;60min;US/Eastern
10938.00;10943.50;10929.30;10939.00;0;2015-02-16 10:00:00;^GDAXI;2015-02-16 10:00:00;60min;US/Eastern
10939.30;10939.30;10919.00;10930.00;0;2015-02-16 11:00:00;^GDAXI;2015-02-16 11:00:00;60min;US/Eastern
10929.00;10930.00;10888.80;10890.30;0;2015-02-16 12:00:00;^GDAXI;2015-02-16 12:00:00;60min;US/Eastern
10889.80;10898.50;10852.80;10870.00;0;2015-02-16 13:00:00;^GDAXI;2015-02-16 13:00:00;60min;US/Eastern
10870.80;10871.80;10843.30;10852.80;0;2015-02-16 14:00:00;^GDAXI;2015-02-16 14:00:00;60min;US/Eastern
10853.30;10854.00;10845.30;10851.00;0;2015-02-16 15:00:00;^GDAXI;2015-02-16 15:00:00;60min;US/Eastern
10851.30;10852.80;10840.30;10847.30;0;2015-02-16 16:00:00;^GDAXI;2015-02-16 16:00:00;60min;US/Eastern
10837.30;10841.00;10829.00;10838.00;0;2015-02-17 03:00:00;^GDAXI;2015-02-17 03:00:00;60min;US/Eastern
10845.50;10847.90;10763.00;10778.50;0;2015-02-17 04:00:00;^GDAXI;2015-02-17 04:00:00;60min;US/Eastern
10778.00;10868.50;10777.00;10842.50;0;2015-02-17 05:00:00;^GDAXI;2015-02-17 05:00:00;60min;US/Eastern
10844.80;10885.30;10824.30;10880.80;0;2015-02-17 06:00:00;^GDAXI;2015-02-17 06:00:00;60min;US/Eastern
10881.00;10904.00;10881.00;10885.30;0;2015-02-17 07:00:00;^GDAXI;2015-02-17 07:00:00;60min;US/Eastern
10885.50;10921.30;10885.50;10907.80;0;2015-02-17 08:00:00;^GDAXI;2015-02-17 08:00:00;60min;US/Eastern
10908.00;10914.50;10851.80;10884.50;0;2015-02-17 09:00:00;^GDAXI;2015-02-17 09:00:00;60min;US/Eastern
10884.80;10894.00;10822.00;10852.50;0;2015-02-17 10:00:00;^GDAXI;2015-02-17 10:00:00;60min;US/Eastern
10852.80;10888.50;10845.50;10865.80;0;2015-02-17 11:00:00;^GDAXI;2015-02-17 11:00:00;60min;US/Eastern
10866.50;10899.50;10845.00;10882.80;0;2015-02-17 12:00:00;^GDAXI;2015-02-17 12:00:00;60min;US/Eastern
10883.30;10918.50;10879.00;10912.00;0;2015-02-17 13:00:00;^GDAXI;2015-02-17 13:00:00;60min;US/Eastern
10912.30;10945.00;10911.00;10935.50;0;2015-02-17 14:00:00;^GDAXI;2015-02-17 14:00:00;60min;US/Eastern
10937.00;10938.50;10925.00;10927.00;0;2015-02-17 15:00:00;^GDAXI;2015-02-17 15:00:00;60min;US/Eastern
10926.80;10929.30;10892.80;10907.50;0;2015-02-17 16:00:00;^GDAXI;2015-02-17 16:00:00;60min;US/Eastern
10904.00;10943.30;10895.80;10929.30;0;2015-02-18 03:00:00;^GDAXI;2015-02-18 03:00:00;60min;US/Eastern
10931.80;10964.00;10908.30;10952.30;0;2015-02-18 04:00:00;^GDAXI;2015-02-18 04:00:00;60min;US/Eastern
10952.50;10979.00;10944.80;10958.00;0;2015-02-18 05:00:00;^GDAXI;2015-02-18 05:00:00;60min;US/Eastern
10957.80;10960.80;10930.00;10951.50;0;2015-02-18 06:00:00;^GDAXI;2015-02-18 06:00:00;60min;US/Eastern
10950.80;10964.30;10943.80;10964.00;0;2015-02-18 07:00:00;^GDAXI;2015-02-18 07:00:00;60min;US/Eastern
10963.50;10965.80;10932.00;10948.80;0;2015-02-18 08:00:00;^GDAXI;2015-02-18 08:00:00;60min;US/Eastern
10949.50;10954.00;10938.00;10944.00;0;2015-02-18 09:00:00;^GDAXI;2015-02-18 09:00:00;60min;US/Eastern
10943.50;10950.50;10928.50;10943.50;0;2015-02-18 10:00:00;^GDAXI;2015-02-18 10:00:00;60min;US/Eastern
10944.30;10950.30;10921.00;10943.80;0;2015-02-18 11:00:00;^GDAXI;2015-02-18 11:00:00;60min;US/Eastern
10943.00;10961.50;10941.50;10952.30;0;2015-02-18 12:00:00;^GDAXI;2015-02-18 12:00:00;60min;US/Eastern
10952.00;10960.30;10941.50;10944.80;0;2015-02-18 13:00:00;^GDAXI;2015-02-18 13:00:00;60min;US/Eastern
10945.00;10961.50;10942.30;10955.30;0;2015-02-18 14:00:00;^GDAXI;2015-02-18 14:00:00;60min;US/Eastern
10955.80;10978.50;10946.50;10955.30;0;2015-02-18 15:00:00;^GDAXI;2015-02-18 15:00:00;60min;US/Eastern
10955.80;10970.50;10952.30;10957.50;0;2015-02-18 16:00:00;^GDAXI;2015-02-18 16:00:00;60min;US/Eastern
10945.30;10953.80;10912.50;10925.00;0;2015-02-19 03:00:00;^GDAXI;2015-02-19 03:00:00;60min;US/Eastern
10925.30;10945.50;10869.80;10915.50;0;2015-02-19 04:00:00;^GDAXI;2015-02-19 04:00:00;60min;US/Eastern
10915.30;10969.50;10914.50;10964.00;0;2015-02-19 05:00:00;^GDAXI;2015-02-19 05:00:00;60min;US/Eastern
10965.50;10985.00;10948.00;10977.00;0;2015-02-19 06:00:00;^GDAXI;2015-02-19 06:00:00;60min;US/Eastern
10976.80;11002.50;10968.50;11001.00;0;2015-02-19 07:00:00;^GDAXI;2015-02-19 07:00:00;60min;US/Eastern
11001.80;11021.50;10926.50;10958.50;0;2015-02-19 08:00:00;^GDAXI;2015-02-19 08:00:00;60min;US/Eastern
10959.50;10980.00;10948.80;10969.80;0;2015-02-19 09:00:00;^GDAXI;2015-02-19 09:00:00;60min;US/Eastern
10969.00;10969.30;10930.00;10956.80;0;2015-02-19 10:00:00;^GDAXI;2015-02-19 10:00:00;60min;US/Eastern
10957.80;10990.80;10939.50;10988.80;0;2015-02-19 11:00:00;^GDAXI;2015-02-19 11:00:00;60min;US/Eastern
10989.00;11003.30;10974.80;10989.50;0;2015-02-19 12:00:00;^GDAXI;2015-02-19 12:00:00;60min;US/Eastern
10990.80;10991.00;10951.30;10972.50;0;2015-02-19 13:00:00;^GDAXI;2015-02-19 13:00:00;60min;US/Eastern
10973.00;10987.30;10962.50;10984.00;0;2015-02-19 14:00:00;^GDAXI;2015-02-19 14:00:00;60min;US/Eastern
10984.30;10990.50;10980.50;10989.50;0;2015-02-19 15:00:00;^GDAXI;2015-02-19 15:00:00;60min;US/Eastern
10989.80;10994.80;10970.00;10978.50;0;2015-02-19 16:00:00;^GDAXI;2015-02-19 16:00:00;60min;US/Eastern
10971.00;10981.30;10964.30;10975.00;0;2015-02-20 03:00:00;^GDAXI;2015-02-20 03:00:00;60min;US/Eastern
10974.50;10988.50;10963.50;10975.50;0;2015-02-20 04:00:00;^GDAXI;2015-02-20 04:00:00;60min;US/Eastern
10975.30;10992.50;10969.30;10974.00;0;2015-02-20 05:00:00;^GDAXI;2015-02-20 05:00:00;60min;US/Eastern
10975.00;11001.30;10946.80;10983.50;0;2015-02-20 06:00:00;^GDAXI;2015-02-20 06:00:00;60min;US/Eastern
10985.80;10995.30;10966.30;10989.30;0;2015-02-20 07:00:00;^GDAXI;2015-02-20 07:00:00;60min;US/Eastern
10989.50;11159.50;10980.80;10993.50;0;2015-02-20 08:00:00;^GDAXI;2015-02-20 08:00:00;60min;US/Eastern
10993.30;11011.50;10962.00;10995.50;0;2015-02-20 09:00:00;^GDAXI;2015-02-20 09:00:00;60min;US/Eastern
10996.00;11001.80;10960.00;10975.80;0;2015-02-20 10:00:00;^GDAXI;2015-02-20 10:00:00;60min;US/Eastern
10975.00;11038.50;10960.80;11029.00;0;2015-02-20 11:00:00;^GDAXI;2015-02-20 11:00:00;60min;US/Eastern
11027.50;11053.30;11016.80;11046.50;0;2015-02-20 12:00:00;^GDAXI;2015-02-20 12:00:00;60min;US/Eastern
11046.30;11086.30;11030.30;11074.00;0;2015-02-20 13:00:00;^GDAXI;2015-02-20 13:00:00;60min;US/Eastern
11073.30;11127.00;11069.30;11120.50;0;2015-02-20 14:00:00;^GDAXI;2015-02-20 14:00:00;60min;US/Eastern
11118.80;11126.30;11097.80;11118.00;0;2015-02-20 15:00:00;^GDAXI;2015-02-20 15:00:00;60min;US/Eastern
11120.30;11161.80;11114.00;11117.30;0;2015-02-20 16:00:00;^GDAXI;2015-02-20 16:00:00;60min;US/Eastern
11127.80;11140.80;11117.50;11138.30;0;2015-02-23 03:00:00;^GDAXI;2015-02-23 03:00:00;60min;US/Eastern
11138.00;11157.30;11114.50;11139.30;0;2015-02-23 04:00:00;^GDAXI;2015-02-23 04:00:00;60min;US/Eastern
11138.50;11139.50;11076.30;11083.00;0;2015-02-23 05:00:00;^GDAXI;2015-02-23 05:00:00;60min;US/Eastern
11083.80;11102.80;11077.00;11099.00;0;2015-02-23 06:00:00;^GDAXI;2015-02-23 06:00:00;60min;US/Eastern
11098.50;11099.30;11067.50;11095.00;0;2015-02-23 07:00:00;^GDAXI;2015-02-23 07:00:00;60min;US/Eastern
11095.50;11099.50;11081.30;11089.80;0;2015-02-23 08:00:00;^GDAXI;2015-02-23 08:00:00;60min;US/Eastern
11090.50;11105.00;11080.00;11104.00;0;2015-02-23 09:00:00;^GDAXI;2015-02-23 09:00:00;60min;US/Eastern
11104.50;11132.80;11100.00;11120.30;0;2015-02-23 10:00:00;^GDAXI;2015-02-23 10:00:00;60min;US/Eastern
11120.50;11124.80;11081.50;11102.30;0;2015-02-23 11:00:00;^GDAXI;2015-02-23 11:00:00;60min;US/Eastern
11102.50;11131.50;11096.00;11119.80;0;2015-02-23 12:00:00;^GDAXI;2015-02-23 12:00:00;60min;US/Eastern
11120.00;11121.30;11103.80;11111.50;0;2015-02-23 13:00:00;^GDAXI;2015-02-23 13:00:00;60min;US/Eastern
11111.80;11126.80;11111.00;11119.00;0;2015-02-23 14:00:00;^GDAXI;2015-02-23 14:00:00;60min;US/Eastern
11119.50;11121.00;11107.30;11111.00;0;2015-02-23 15:00:00;^GDAXI;2015-02-23 15:00:00;60min;US/Eastern
11110.80;11123.30;11104.30;11117.60;0;2015-02-23 16:00:00;^GDAXI;2015-02-23 16:00:00;60min;US/Eastern
11125.80;11135.30;11117.00;11126.50;0;2015-02-24 03:00:00;^GDAXI;2015-02-24 03:00:00;60min;US/Eastern
11127.00;11145.00;11097.00;11098.50;0;2015-02-24 04:00:00;^GDAXI;2015-02-24 04:00:00;60min;US/Eastern
11099.00;11115.00;11089.00;11103.30;0;2015-02-24 05:00:00;^GDAXI;2015-02-24 05:00:00;60min;US/Eastern
11103.00;11128.50;11100.80;11126.50;0;2015-02-24 06:00:00;^GDAXI;2015-02-24 06:00:00;60min;US/Eastern
11126.30;11135.00;11120.00;11123.80;0;2015-02-24 07:00:00;^GDAXI;2015-02-24 07:00:00;60min;US/Eastern
11124.00;11138.00;11120.00;11125.50;0;2015-02-24 08:00:00;^GDAXI;2015-02-24 08:00:00;60min;US/Eastern
11125.00;11138.00;11113.80;11138.00;0;2015-02-24 09:00:00;^GDAXI;2015-02-24 09:00:00;60min;US/Eastern
11137.80;11141.30;11121.50;11132.00;0;2015-02-24 10:00:00;^GDAXI;2015-02-24 10:00:00;60min;US/Eastern
11131.50;11205.30;11115.50;11198.30;0;2015-02-24 11:00:00;^GDAXI;2015-02-24 11:00:00;60min;US/Eastern
11198.00;11228.50;11196.00;11200.50;0;2015-02-24 12:00:00;^GDAXI;2015-02-24 12:00:00;60min;US/Eastern
11199.50;11210.00;11194.50;11208.50;0;2015-02-24 13:00:00;^GDAXI;2015-02-24 13:00:00;60min;US/Eastern
11209.00;11222.50;11203.30;11221.30;0;2015-02-24 14:00:00;^GDAXI;2015-02-24 14:00:00;60min;US/Eastern
11221.50;11224.80;11212.00;11224.80;0;2015-02-24 15:00:00;^GDAXI;2015-02-24 15:00:00;60min;US/Eastern
11225.00;11231.00;11211.50;11212.70;0;2015-02-24 16:00:00;^GDAXI;2015-02-24 16:00:00;60min;US/Eastern
11220.30;11226.00;11202.00;11209.80;0;2015-02-25 03:00:00;^GDAXI;2015-02-25 03:00:00;60min;US/Eastern
11209.30;11225.00;11193.80;11198.00;0;2015-02-25 04:00:00;^GDAXI;2015-02-25 04:00:00;60min;US/Eastern
11199.00;11210.00;11187.50;11194.80;0;2015-02-25 05:00:00;^GDAXI;2015-02-25 05:00:00;60min;US/Eastern
11194.00;11213.50;11190.50;11203.80;0;2015-02-25 06:00:00;^GDAXI;2015-02-25 06:00:00;60min;US/Eastern
11204.00;11209.50;11191.30;11196.50;0;2015-02-25 07:00:00;^GDAXI;2015-02-25 07:00:00;60min;US/Eastern
11197.80;11209.00;11188.50;11201.30;0;2015-02-25 08:00:00;^GDAXI;2015-02-25 08:00:00;60min;US/Eastern
11201.00;11204.50;11189.30;11191.00;0;2015-02-25 09:00:00;^GDAXI;2015-02-25 09:00:00;60min;US/Eastern
11191.50;11210.80;11179.00;11186.30;0;2015-02-25 10:00:00;^GDAXI;2015-02-25 10:00:00;60min;US/Eastern
11186.50;11201.00;11175.50;11192.30;0;2015-02-25 11:00:00;^GDAXI;2015-02-25 11:00:00;60min;US/Eastern
11192.50;11213.30;11184.80;11201.80;0;2015-02-25 12:00:00;^GDAXI;2015-02-25 12:00:00;60min;US/Eastern
11202.00;11208.00;11195.00;11203.30;0;2015-02-25 13:00:00;^GDAXI;2015-02-25 13:00:00;60min;US/Eastern
11203.00;11225.80;11197.80;11217.30;0;2015-02-25 14:00:00;^GDAXI;2015-02-25 14:00:00;60min;US/Eastern
11217.50;11218.80;11193.50;11201.30;0;2015-02-25 15:00:00;^GDAXI;2015-02-25 15:00:00;60min;US/Eastern
11201.00;11206.30;11189.80;11196.50;0;2015-02-25 16:00:00;^GDAXI;2015-02-25 16:00:00;60min;US/Eastern
11224.30;11226.00;11203.50;11207.50;0;2015-02-26 03:00:00;^GDAXI;2015-02-26 03:00:00;60min;US/Eastern
11208.80;11225.80;11187.30;11206.30;0;2015-02-26 04:00:00;^GDAXI;2015-02-26 04:00:00;60min;US/Eastern
11206.80;11238.00;11204.00;11229.00;0;2015-02-26 05:00:00;^GDAXI;2015-02-26 05:00:00;60min;US/Eastern
11228.30;11233.00;11218.00;11230.50;0;2015-02-26 06:00:00;^GDAXI;2015-02-26 06:00:00;60min;US/Eastern
11230.30;11249.30;11228.00;11245.80;0;2015-02-26 07:00:00;^GDAXI;2015-02-26 07:00:00;60min;US/Eastern
11246.00;11256.00;11243.30;11244.50;0;2015-02-26 08:00:00;^GDAXI;2015-02-26 08:00:00;60min;US/Eastern
11245.00;11257.80;11236.80;11248.50;0;2015-02-26 09:00:00;^GDAXI;2015-02-26 09:00:00;60min;US/Eastern
11248.30;11290.50;11248.30;11277.00;0;2015-02-26 10:00:00;^GDAXI;2015-02-26 10:00:00;60min;US/Eastern
11276.80;11311.00;11274.80;11307.50;0;2015-02-26 11:00:00;^GDAXI;2015-02-26 11:00:00;60min;US/Eastern
11307.00;11333.00;11306.00;11330.30;0;2015-02-26 12:00:00;^GDAXI;2015-02-26 12:00:00;60min;US/Eastern
11329.50;11330.00;11304.50;11326.00;0;2015-02-26 13:00:00;^GDAXI;2015-02-26 13:00:00;60min;US/Eastern
